transaccion_id,fecha_venta,cliente_id,producto_id,estacion_id,cantidad,precio_unitario,importe,canal
32848,2024-03-02 12:53:37,726,3,20,46.82,1.501,70.28,pos
32849,2025-07-12 14:03:20,222,7,46,31.34,0.5832,18.28,pos
32850,2025-03-04 02:14:59,880,12,3,3.0,4.6669,14.0,app
32851,2024-07-06 01:55:34,,1,59,54.38,1.5534,84.47,pos
32852,2024-05-31 15:43:24,404,3,20,41.05,1.5402,63.23,pos
32853,2025-02-11 09:41:28,1230,8,37,20.5,1.1901,24.4,app
32854,2025-06-06 09:22:45,1253,12,65,3.0,4.6316,13.89,pos
32855,2026-03-08 20:42:27,1208,6,48,45.33,0.4519,20.48,app
32856,2024-03-26 05:40:31,565,10,69,2.0,23.3505,46.7,pos
32857,2024-03-24 00:49:48,494,10,50,2.0,24.72,49.44,pos
32858,2025-11-26 19:48:57,1478,6,50,49.53,0.4796,23.75,pos
32859,2025-08-22 23:30:30,153,9,69,25.27,0.9432,23.83,pos
32860,2024-05-06 10:18:34,660,9,61,22.38,0.9521,21.31,pos
32861,2025-03-29 19:56:59,342,8,15,7.26,1.2806,9.3,pos
32862,2024-10-20 02:25:18,475,8,34,5.81,1.1283,6.56,pos
32863,2024-01-21 02:30:52,,8,70,20.45,1.2467,25.5,pos
32864,2024-08-04 20:08:13,126,8,3,23.68,1.1413,27.03,pos
32865,2024-12-28 11:16:35,902,5,64,6.11,1.0592,6.47,pos
32866,2025-12-23 21:47:30,1311,2,37,47.34,1.7209,81.47,pos
32867,2025-05-25 19:21:07,277,1,29,57.61,1.4817,85.36,pos
32868,2024-07-11 18:32:08,1412,10,5,3.0,24.1752,72.53,app
32869,2024-08-27 22:48:52,1362,4,8,28.76,1.6239,46.7,pos
32870,2024-11-02 07:04:56,1465,12,4,3.0,4.3038,12.91,pos
32871,2025-09-22 07:56:18,948,10,50,3.0,25.8447,77.53,pos
32872,2024-11-24 14:48:26,,2,56,56.13,1.7072,95.83,app
32873,2025-11-04 10:19:43,,8,25,8.19,1.2559,10.29,pos
32874,2025-06-10 12:01:55,58,9,28,9.77,0.8889,8.68,pos
32875,2025-03-23 22:38:34,,12,24,1.0,4.618,4.62,app
32876,2024-12-18 23:38:18,234,11,11,3.0,22.7819,68.35,app
32877,2024-07-03 23:38:33,604,1,30,32.39,1.6036,51.94,pos
32878,2025-07-25 11:32:07,1131,10,52,1.0,25.4101,25.41,pos
32879,2025-09-08 10:04:51,1125,5,50,7.53,1.0231,7.7,pos
32880,2024-12-28 08:35:40,124,12,31,2.0,4.5551,9.11,app
32881,2024-06-24 02:00:11,1012,9,1,29.27,0.9764,28.58,pos
32882,2024-06-16 05:19:12,191,1,5,33.95,1.5762,53.51,app
32883,2025-04-01 17:43:36,1332,8,9,5.31,1.2323,6.54,web
32884,2025-10-21 13:24:55,1351,3,64,21.77,1.5136,32.95,pos
32885,2024-02-17 08:06:24,188,5,17,9.59,1.0668,10.23,pos
32886,2025-05-22 08:19:38,627,10,65,2.0,24.9383,49.88,pos
32887,2025-09-21 04:42:12,,7,3,45.76,0.5266,24.1,pos
32888,2026-02-17 07:35:15,1467,2,8,53.55,1.5631,83.7,pos
32889,2024-05-10 19:08:29,1463,11,52,2.0,22.8496,45.7,web
32890,2024-07-09 07:15:59,525,3,66,38.24,1.5449,59.08,pos
32891,2025-07-17 01:45:16,,2,26,65.34,1.6002,104.56,pos
32892,2024-03-21 19:00:07,196,10,46,1.0,25.2665,25.27,app
32893,2024-05-16 09:42:22,1202,1,66,63.98,1.4314,91.58,app
32894,2026-03-25 15:34:31,487,2,32,63.21,1.8133,114.62,pos
32895,2025-09-20 02:30:56,,1,43,68.15,1.4323,97.61,pos
32896,2026-01-30 06:46:06,,9,71,10.76,0.9418,10.13,pos
32897,2025-11-03 11:54:17,536,11,1,3.0,22.0929,66.28,pos
32898,2024-03-27 05:23:55,171,3,33,62.27,1.3824,86.08,pos
32899,2026-01-09 10:32:11,,8,30,13.63,1.1481,15.65,web
32900,2024-08-23 08:18:45,1283,8,44,8.75,1.1791,10.32,pos
32901,2025-06-07 06:53:41,485,6,3,15.46,0.4575,7.07,pos
32902,2024-03-12 05:06:26,123,11,11,2.0,20.9428,41.89,pos
32903,2024-06-24 00:21:51,199,5,24,2.21,1.1241,2.48,pos
32904,2025-07-08 10:28:18,,12,63,2.0,4.4967,8.99,pos
32905,2025-12-15 12:22:44,1207,4,51,15.9,1.7012,27.05,app
32906,2024-06-14 12:33:08,391,2,70,41.08,1.6923,69.52,app
32907,2024-07-23 12:48:36,642,4,22,57.14,1.7171,98.12,pos
32908,2024-03-15 17:26:12,1131,1,6,46.05,1.4499,66.77,app
32909,2026-03-02 00:27:55,759,6,57,34.78,0.4396,15.29,web
32910,2026-02-16 21:32:53,510,2,43,54.2,1.7558,95.16,pos
32911,2024-06-24 08:40:14,154,6,59,20.43,0.4672,9.54,web
32912,2024-05-03 06:26:45,1406,10,39,1.0,25.3279,25.33,pos
32913,2024-07-22 06:17:17,44,6,26,59.62,0.4366,26.03,app
32914,2024-10-09 22:51:33,1073,11,23,2.0,22.4775,44.95,pos
32915,2025-05-25 08:31:55,1190,10,53,3.0,23.3715,70.11,pos
32916,2024-12-10 03:00:11,1028,7,13,43.66,0.5692,24.85,pos
32917,2024-03-06 00:02:48,392,9,5,18.35,0.878,16.11,pos
32918,2024-06-02 15:43:51,,8,12,27.78,1.1498,31.94,pos
32919,2024-09-05 13:55:20,,2,66,32.05,1.7827,57.14,pos
32920,2024-03-30 13:36:39,468,8,27,14.49,1.2818,18.57,pos
32921,2025-08-18 07:15:40,1296,2,5,39.54,1.6155,63.88,pos
32922,2025-10-20 15:26:30,,2,56,28.67,1.6287,46.69,app
32923,2025-08-26 13:51:11,,7,1,57.53,0.5366,30.87,pos
32924,2024-12-19 21:12:11,,12,48,3.0,4.2297,12.69,pos
32925,2024-04-21 20:14:26,73,12,44,3.0,4.1419,12.43,pos
32926,2024-08-17 12:15:07,1112,2,46,62.52,1.7453,109.12,pos
32927,2024-01-25 17:03:19,116,2,72,52.97,1.583,83.85,pos
32928,2024-11-06 18:00:25,1494,3,54,36.84,1.4119,52.01,pos
32929,2024-05-15 12:25:26,919,8,14,26.47,1.2925,34.21,pos
32930,2025-02-13 10:34:05,633,8,36,20.88,1.167,24.37,web
32931,2025-09-17 04:00:17,,2,17,49.53,1.6941,83.91,pos
32932,2025-05-23 16:05:47,1055,3,61,54.61,1.576,86.07,pos
32933,2025-04-09 06:45:16,540,6,21,56.06,0.4637,26.0,app
32934,2024-02-01 04:21:30,221,1,52,63.86,1.4339,91.57,app
32935,2024-10-15 02:13:13,38,12,18,3.0,4.5756,13.73,app
32936,2024-07-29 22:28:49,1135,7,7,55.06,0.5918,32.58,app
32937,2025-06-12 20:19:47,,11,43,1.0,22.2189,22.22,web
32938,2025-06-29 23:13:11,,6,7,26.67,0.4549,12.13,pos
32939,2025-07-03 04:14:52,469,2,59,62.51,1.7035,106.49,app
32940,2025-07-08 17:46:33,418,2,26,48.81,1.729,84.39,pos
32941,2024-06-03 04:25:34,259,10,43,2.0,24.55,49.1,pos
32942,2024-02-24 14:11:41,1381,7,40,35.42,0.5707,20.21,app
32943,2025-12-02 16:13:54,280,11,58,2.0,20.9938,41.99,pos
32944,2024-09-03 12:18:51,102,8,6,21.45,1.1442,24.54,pos
32945,2024-09-20 13:43:30,,3,18,45.08,1.3679,61.66,pos
32946,2026-01-16 03:35:59,,6,5,35.6,0.463,16.48,pos
32947,2025-01-05 10:54:25,606,2,45,40.2,1.7267,69.41,web
32948,2024-03-29 14:12:42,913,2,64,43.11,1.6179,69.75,web
32949,2025-08-07 23:05:05,76,6,12,54.72,0.4826,26.41,pos
32950,2024-05-09 13:53:33,1477,10,37,1.0,25.7409,25.74,pos
32951,2024-05-16 07:18:03,,3,47,54.09,1.4008,75.77,app
32952,2025-02-19 05:56:31,126,7,35,36.04,0.5914,21.31,app
32953,2024-12-08 18:22:40,1062,4,48,23.97,1.6942,40.61,pos
32954,2024-12-31 00:29:37,236,6,44,20.34,0.4153,8.45,web
32955,2025-11-06 21:16:41,,3,53,18.39,1.4373,26.43,app
32956,2024-04-11 17:44:28,,7,18,48.67,0.5755,28.01,pos
32957,2024-07-27 05:33:48,487,4,5,51.71,1.6614,85.91,pos
32958,2024-04-15 02:25:25,629,10,46,2.0,26.4923,52.98,app
32959,2024-03-18 15:43:55,1369,3,2,37.25,1.3828,51.51,pos
32960,2025-01-07 16:57:12,274,4,49,56.31,1.5026,84.61,app
32961,2024-03-08 14:54:03,494,8,6,6.05,1.1668,7.06,web
32962,2025-01-28 22:55:37,,3,4,56.22,1.4223,79.96,pos
32963,2024-07-13 01:27:02,,11,36,2.0,23.518,47.04,pos
32964,2024-01-25 21:37:38,1095,10,45,2.0,26.716,53.43,web
32965,2024-06-06 10:58:08,485,7,48,17.02,0.5225,8.89,pos
32966,2025-04-25 12:18:20,,12,18,2.0,4.4858,8.97,pos
32967,2026-02-08 15:29:47,734,9,24,19.88,0.9159,18.21,app
32968,2024-04-22 01:17:39,967,2,51,66.86,1.782,119.14,pos
32969,2025-09-27 08:43:32,1208,5,33,7.88,1.0991,8.66,pos
32970,2024-11-23 20:38:19,541,1,18,23.91,1.5813,37.81,pos
32971,2024-01-04 16:23:37,74,6,62,28.29,0.4455,12.6,pos
32972,2024-07-19 22:03:58,142,2,55,52.13,1.6395,85.47,app
32973,2025-08-27 16:01:56,531,4,43,52.56,1.6396,86.18,pos
32974,2024-04-18 19:30:31,498,11,56,3.0,22.7736,68.32,pos
32975,2025-01-13 22:17:27,1042,5,30,4.66,1.079,5.03,pos
32976,2024-02-04 01:27:59,,10,18,2.0,24.8221,49.64,pos
32977,2025-10-13 00:41:27,179,11,46,1.0,23.6501,23.65,pos
32978,2024-02-22 10:35:56,769,5,63,9.17,1.0538,9.66,app
32979,2024-11-19 07:51:44,,8,2,17.97,1.2254,22.02,pos
32980,2025-06-23 01:10:35,430,5,6,4.65,1.0814,5.03,pos
32981,2024-10-03 10:37:47,1256,3,4,41.4,1.4422,59.71,pos
32982,2025-01-18 12:56:46,,1,25,39.2,1.4758,57.85,pos
32983,2024-07-03 18:37:07,904,5,41,8.53,1.1289,9.63,web
32984,2026-03-06 08:07:43,,6,20,27.56,0.4309,11.88,web
32985,2024-03-29 11:59:53,755,4,32,39.58,1.59,62.93,pos
32986,2025-07-22 14:39:07,1131,11,24,2.0,21.5238,43.05,pos
32987,2025-02-02 13:48:10,727,2,62,29.75,1.695,50.43,pos
32988,2025-03-24 15:05:32,682,11,21,2.0,21.4978,43.0,pos
32989,2026-02-25 13:03:37,380,6,3,10.08,0.4311,4.35,pos
32990,2024-12-23 06:08:13,1183,5,34,9.84,1.0367,10.2,pos
32991,2025-08-16 07:31:19,,6,72,46.42,0.4331,20.1,pos
32992,2024-10-26 09:34:28,,7,10,40.66,0.538,21.88,pos
32993,2026-01-06 06:58:30,684,7,45,40.31,0.5508,22.2,pos
32994,2024-09-30 04:41:31,1077,5,28,8.01,1.0548,8.45,pos
32995,2025-03-23 08:39:26,,5,37,3.25,1.1653,3.79,pos
32996,2025-10-22 01:37:43,394,10,68,3.0,25.2039,75.61,pos
32997,2024-02-10 06:35:48,1099,1,28,61.14,1.4825,90.64,web
32998,2024-02-23 20:18:26,779,12,12,3.0,4.4688,13.41,pos
32999,2025-03-17 19:18:41,1142,5,48,8.44,1.1661,9.84,pos
33000,2024-03-13 11:11:44,,7,60,35.76,0.5349,19.13,pos
33001,2024-11-02 07:31:44,531,9,5,19.23,0.918,17.65,pos
33002,2024-05-21 20:43:21,39,4,19,19.33,1.5317,29.61,pos
33003,2024-11-17 15:25:53,1141,5,39,9.69,1.1448,11.09,pos
33004,2024-01-11 19:33:21,387,4,60,48.41,1.6377,79.28,pos
33005,2025-09-22 00:02:43,543,11,46,3.0,21.5324,64.6,pos
33006,2025-03-07 16:33:26,822,8,6,11.83,1.2949,15.32,web
33007,2024-12-21 13:23:22,477,8,57,18.76,1.2572,23.59,pos
33008,2024-10-21 23:49:59,1222,10,63,2.0,25.2106,50.42,app
33009,2025-11-10 02:18:17,30,1,47,37.82,1.5763,59.62,pos
33010,2024-03-15 18:06:43,1037,8,26,28.51,1.2318,35.12,pos
33011,2025-09-19 17:37:38,1118,9,35,23.04,0.9314,21.46,pos
33012,2025-05-09 11:31:32,931,10,42,1.0,23.359,23.36,pos
33013,2024-08-22 06:22:03,,4,30,41.01,1.6967,69.58,app
33014,2025-10-29 18:09:48,886,10,45,2.0,23.6877,47.38,pos
33015,2025-03-01 20:15:13,177,11,25,3.0,20.8858,62.66,pos
33016,2026-02-16 09:02:22,952,8,47,23.39,1.1521,26.95,pos
33017,2024-02-23 05:04:51,1008,2,49,17.45,1.6644,29.04,pos
33018,2024-08-17 04:40:26,1168,1,69,61.92,1.5751,97.53,pos
33019,2024-09-13 07:51:47,164,12,68,3.0,4.1756,12.53,web
33020,2025-12-18 15:43:19,,4,58,19.21,1.5756,30.27,app
33021,2025-08-06 17:04:58,802,8,16,25.26,1.1513,29.08,pos
33022,2024-01-15 09:54:42,943,7,44,29.53,0.5356,15.82,pos
33023,2025-10-31 07:03:39,671,3,54,60.36,1.37,82.69,pos
33024,2025-01-27 08:48:48,406,8,32,9.23,1.1823,10.91,app
33025,2024-12-01 22:21:32,1140,4,67,22.65,1.5057,34.1,pos
33026,2026-03-13 00:32:48,688,9,29,12.9,0.9708,12.52,app
33027,2024-07-25 08:14:37,,10,19,1.0,26.7371,26.74,app
33028,2024-02-16 01:56:28,192,5,46,7.02,1.1405,8.01,pos
33029,2025-05-12 10:01:18,,8,63,25.69,1.1385,29.25,pos
33030,2025-04-20 22:13:10,623,12,50,3.0,4.5864,13.76,pos
33031,2024-06-23 20:31:53,626,1,49,25.91,1.4928,38.68,pos
33032,2025-06-16 04:26:42,615,11,26,3.0,22.571,67.71,pos
33033,2024-09-22 06:43:58,1143,5,37,4.15,1.1545,4.79,pos
33034,2025-02-03 08:49:04,815,10,27,2.0,25.2727,50.55,web
33035,2024-04-05 15:42:08,891,7,55,51.31,0.5087,26.1,pos
33036,2024-11-14 09:13:42,542,8,3,14.98,1.2674,18.99,web
33037,2026-02-03 17:51:18,,8,20,23.36,1.1963,27.95,app
33038,2024-06-16 23:21:07,471,2,8,59.13,1.6196,95.77,pos
33039,2024-12-09 02:22:45,78,9,10,22.29,0.9062,20.2,pos
33040,2025-03-28 11:35:12,166,8,2,16.43,1.2122,19.92,app
33041,2025-05-26 17:00:18,1228,9,34,22.85,0.9993,22.83,app
33042,2024-12-09 16:51:41,588,7,38,59.08,0.5908,34.9,pos
33043,2025-05-13 20:27:38,1292,7,23,50.6,0.563,28.49,pos
33044,2024-10-11 04:47:02,1177,3,42,24.56,1.5093,37.07,pos
33045,2026-01-11 17:13:02,1017,5,14,6.84,1.1732,8.02,app
33046,2024-08-08 14:17:27,1445,6,1,33.12,0.4199,13.91,app
33047,2025-03-26 06:44:54,,11,21,1.0,20.9716,20.97,pos
33048,2024-02-07 12:12:22,,7,64,20.78,0.5663,11.77,pos
33049,2025-06-29 07:28:20,1067,8,37,17.83,1.2073,21.53,pos
33050,2025-10-11 05:18:08,204,12,56,1.0,4.5511,4.55,pos
33051,2024-03-18 03:30:07,,11,31,1.0,23.0714,23.07,web
33052,2025-02-14 15:08:15,331,6,22,18.01,0.4738,8.53,pos
33053,2024-02-06 13:12:26,438,9,18,15.42,0.9523,14.68,pos
33054,2025-04-25 17:34:25,215,4,51,45.75,1.5423,70.56,pos
33055,2025-10-06 09:57:54,739,11,19,3.0,22.3685,67.11,pos
33056,2026-03-23 00:29:04,641,4,61,29.78,1.6758,49.91,app
33057,2025-10-10 05:59:30,764,2,43,51.06,1.7023,86.92,pos
33058,2025-08-27 14:03:10,111,11,5,3.0,21.7224,65.17,pos
33059,2026-02-04 10:15:06,417,6,42,22.47,0.418,9.39,web
33060,2026-03-28 23:25:30,372,6,19,26.86,0.4278,11.49,pos
33061,2025-10-09 16:37:03,1050,8,65,27.9,1.2307,34.34,app
33062,2025-06-08 20:15:25,232,3,62,51.35,1.5426,79.21,pos
33063,2024-05-06 00:14:44,1117,9,42,25.65,0.9851,25.27,web
33064,2024-01-10 14:40:36,1428,9,41,5.92,0.9025,5.34,app
33065,2026-02-18 20:58:54,509,4,49,58.94,1.6342,96.32,pos
33066,2024-02-21 12:47:37,175,5,48,7.42,1.0205,7.57,pos
33067,2024-01-01 09:25:53,341,2,56,27.76,1.7,47.19,app
33068,2024-07-19 15:23:50,1051,12,53,3.0,4.6452,13.94,pos
33069,2025-09-29 12:12:44,255,3,25,58.93,1.5942,93.95,app
33070,2024-02-16 18:52:39,,8,31,23.63,1.2125,28.65,pos
33071,2025-03-12 08:03:05,,1,57,44.79,1.5511,69.47,pos
33072,2025-10-15 08:29:43,296,12,21,3.0,4.1935,12.58,pos
33073,2025-11-13 12:23:34,320,6,35,25.89,0.4363,11.3,pos
33074,2025-02-01 14:07:52,,9,44,28.47,0.9951,28.33,web
33075,2024-04-06 21:59:55,,1,11,65.6,1.5956,104.67,pos
33076,2026-03-19 05:08:09,797,8,52,9.53,1.2815,12.21,pos
33077,2025-02-20 12:59:25,227,6,25,51.34,0.4451,22.85,pos
33078,2024-06-22 04:12:24,1295,10,18,2.0,23.3351,46.67,pos
33079,2025-02-03 21:54:56,614,10,29,3.0,23.7465,71.24,pos
33080,2024-08-16 23:32:10,,4,69,55.14,1.6147,89.03,app
33081,2025-12-12 11:45:18,1248,9,33,22.73,0.8801,20.0,app
33082,2025-07-13 08:44:10,99,9,1,8.02,0.9906,7.94,pos
33083,2024-08-10 01:51:50,418,5,51,5.23,1.1845,6.19,pos
33084,2025-02-02 17:03:23,,5,64,9.68,1.1823,11.44,pos
33085,2024-10-09 08:21:06,1286,5,18,5.06,1.1072,5.6,pos
33086,2024-12-23 15:20:09,1371,5,36,3.99,1.0705,4.27,pos
33087,2025-07-14 21:30:26,437,4,54,37.77,1.6562,62.55,pos
33088,2024-04-26 16:01:05,387,6,14,56.93,0.4553,25.92,pos
33089,2024-12-19 01:54:28,1229,10,54,2.0,23.0121,46.02,pos
33090,2024-03-21 12:18:55,341,7,53,27.32,0.5933,16.21,pos
33091,2024-06-23 06:48:49,1364,4,5,62.77,1.6577,104.05,app
33092,2025-01-14 16:21:35,1354,2,49,35.13,1.6762,58.88,web
33093,2025-08-20 23:47:54,1426,11,65,2.0,21.2529,42.51,pos
33094,2024-05-09 07:51:50,76,10,17,3.0,24.1362,72.41,pos
33095,2024-12-24 02:29:22,1143,2,7,48.49,1.6172,78.42,app
33096,2025-01-13 17:07:14,967,10,50,2.0,24.1909,48.38,pos
33097,2024-10-30 22:28:50,201,4,20,17.46,1.7231,30.09,app
33098,2024-07-31 13:13:50,463,6,29,33.77,0.4252,14.36,pos
33099,2025-10-10 05:46:08,458,2,5,66.2,1.5655,103.64,pos
33100,2025-03-01 03:24:23,945,1,26,30.98,1.4626,45.31,pos
33101,2025-01-16 18:50:35,1050,10,17,2.0,25.0609,50.12,pos
33102,2025-03-08 00:08:47,375,2,1,36.78,1.823,67.05,pos
33103,2025-11-14 06:38:27,234,3,8,49.12,1.5541,76.34,pos
33104,2025-07-18 05:18:48,,8,62,12.04,1.1523,13.87,pos
33105,2025-09-18 13:57:15,907,2,68,31.83,1.5854,50.46,pos
33106,2025-12-22 21:24:57,483,6,53,54.26,0.4498,24.41,app
33107,2025-01-12 14:32:04,,8,29,24.97,1.2306,30.73,pos
33108,2025-02-15 07:41:59,1249,12,1,3.0,4.6626,13.99,pos
33109,2025-03-26 07:56:43,1235,4,49,17.4,1.7262,30.04,web
33110,2025-05-20 07:02:31,,5,25,8.16,1.1631,9.49,pos
33111,2024-05-09 13:56:18,,11,4,3.0,20.6652,62.0,app
33112,2024-02-25 01:01:31,1380,2,55,69.22,1.6069,111.23,web
33113,2024-02-16 19:01:51,,9,25,16.02,0.9311,14.92,pos
33114,2024-03-16 00:42:09,320,10,5,2.0,24.3191,48.64,pos
33115,2025-03-08 13:40:32,889,8,68,24.61,1.2071,29.71,app
33116,2024-04-27 04:45:45,,6,45,19.64,0.4839,9.5,pos
33117,2024-04-09 16:39:46,1302,9,54,24.83,1.0139,25.18,pos
33118,2024-03-18 16:56:07,1223,1,40,41.99,1.4771,62.02,app
33119,2024-02-17 14:52:02,915,10,39,3.0,26.9307,80.79,pos
33120,2024-07-20 13:35:15,,1,55,58.87,1.5435,90.87,app
33121,2024-11-26 05:57:28,274,9,17,21.0,0.9932,20.86,pos
33122,2025-11-15 09:47:10,1371,7,65,17.15,0.59,10.12,pos
33123,2026-02-17 15:36:40,665,8,14,6.27,1.2615,7.91,pos
33124,2024-07-02 11:31:34,1218,4,66,43.63,1.6512,72.04,pos
33125,2024-09-05 10:35:39,802,4,54,63.57,1.6811,106.87,pos
33126,2025-03-16 02:17:33,429,10,8,1.0,23.0117,23.01,pos
33127,2025-08-29 05:52:28,1134,1,54,40.47,1.6349,66.16,app
33128,2025-09-11 18:19:31,685,5,25,9.1,1.0705,9.74,app
33129,2024-11-06 08:11:34,,9,71,16.98,0.9054,15.37,pos
33130,2024-03-16 22:19:43,80,9,47,27.86,0.9198,25.63,app
33131,2025-01-21 00:19:52,64,11,72,1.0,22.8278,22.83,app
33132,2024-10-24 19:27:45,474,3,23,26.27,1.5935,41.86,pos
33133,2024-01-18 15:47:26,10,3,23,49.48,1.5904,78.69,pos
33134,2025-07-23 06:21:22,16,5,22,2.04,1.0339,2.11,pos
33135,2024-04-28 01:48:06,93,2,41,32.61,1.5638,51.0,pos
33136,2025-02-18 21:29:05,1226,1,20,27.22,1.4318,38.97,pos
33137,2025-08-21 03:00:16,1057,12,15,3.0,4.6737,14.02,pos
33138,2024-09-29 15:02:58,71,10,62,1.0,26.7986,26.8,web
33139,2024-01-15 23:34:29,1491,7,26,8.27,0.5778,4.78,pos
33140,2024-07-06 09:51:47,984,10,17,3.0,24.6006,73.8,pos
33141,2024-01-31 06:05:30,1223,11,47,3.0,21.5252,64.58,web
33142,2026-01-22 13:53:44,162,11,19,1.0,22.8966,22.9,app
33143,2024-06-20 20:46:26,610,7,59,29.44,0.5843,17.2,app
33144,2026-03-26 14:16:49,1389,4,23,40.2,1.6724,67.23,pos
33145,2026-01-10 14:22:24,1474,11,53,3.0,21.4799,64.44,pos
33146,2025-11-11 19:39:57,,2,54,52.71,1.7051,89.88,pos
33147,2024-04-25 17:03:39,,3,31,61.78,1.5875,98.08,app
33148,2024-06-25 03:44:55,1399,8,54,12.96,1.2533,16.24,pos
33149,2025-10-28 22:01:55,306,11,23,1.0,20.8027,20.8,pos
33150,2025-09-11 13:25:08,87,6,12,48.17,0.4358,20.99,app
33151,2024-02-09 22:16:55,1310,11,67,3.0,22.8092,68.43,pos
33152,2026-02-26 08:24:52,290,3,9,27.59,1.5816,43.64,pos
33153,2025-04-24 12:18:07,,10,1,2.0,24.0899,48.18,pos
33154,2025-11-01 22:00:46,481,5,10,5.22,1.0177,5.31,app
33155,2024-06-12 05:16:57,596,6,66,53.49,0.4415,23.62,app
33156,2024-11-16 22:41:02,,11,31,1.0,22.5523,22.55,app
33157,2026-02-09 12:28:36,1401,10,9,2.0,23.9563,47.91,pos
33158,2025-12-09 04:06:47,872,10,9,2.0,24.962,49.92,pos
33159,2025-05-21 17:35:43,14,12,64,2.0,4.6104,9.22,pos
33160,2024-04-20 17:53:35,1417,3,40,29.38,1.4484,42.55,pos
33161,2024-11-24 13:06:16,981,1,18,36.02,1.5805,56.93,pos
33162,2025-09-10 16:18:14,1153,2,35,47.81,1.6124,77.09,pos
33163,2024-12-14 15:45:49,141,5,50,2.83,1.042,2.95,pos
33164,2025-10-25 13:20:13,1180,4,48,21.34,1.666,35.55,app
33165,2026-02-03 11:36:10,1106,12,65,2.0,4.6062,9.21,pos
33166,2025-04-09 04:54:51,,4,65,67.7,1.5445,104.56,pos
33167,2025-01-11 18:54:44,,11,12,1.0,21.8571,21.86,pos
33168,2025-04-09 21:46:46,381,4,27,31.27,1.6958,53.03,web
33169,2025-01-19 20:20:17,1444,5,59,6.95,1.0506,7.3,app
33170,2024-06-26 21:09:54,517,3,32,69.06,1.5179,104.83,pos
33171,2026-01-13 15:44:47,428,5,18,4.1,1.1135,4.57,pos
33172,2025-04-29 23:13:54,225,8,54,25.63,1.293,33.14,pos
33173,2024-06-12 18:04:09,943,11,35,3.0,21.58,64.74,pos
33174,2025-11-03 11:33:25,1228,3,25,60.53,1.5907,96.29,app
33175,2025-04-17 01:35:12,1067,11,22,3.0,22.0784,66.24,pos
33176,2025-02-05 22:45:33,93,2,18,56.28,1.7936,100.94,app
33177,2025-12-22 08:31:44,1074,7,71,15.03,0.5287,7.95,pos
33178,2026-02-05 06:47:07,771,7,18,49.96,0.5556,27.76,pos
33179,2024-03-12 14:43:47,465,10,28,3.0,25.6465,76.94,app
33180,2025-09-12 22:38:20,112,11,37,3.0,20.6856,62.06,pos
33181,2024-06-17 11:38:39,,4,8,33.73,1.66,55.99,pos
33182,2024-06-05 07:05:02,,9,58,21.65,0.976,21.13,pos
33183,2025-10-10 17:01:54,1326,2,50,50.11,1.6306,81.71,pos
33184,2024-05-24 20:52:40,1023,7,27,24.93,0.5485,13.67,pos
33185,2025-07-19 12:34:41,1129,6,45,17.72,0.4373,7.75,pos
33186,2025-06-20 08:31:54,871,6,15,50.4,0.4178,21.06,pos
33187,2025-05-04 00:39:53,1286,9,17,15.48,0.8906,13.79,pos
33188,2024-10-04 00:27:48,598,8,45,15.19,1.1804,17.93,pos
33189,2024-12-28 14:37:13,1387,9,59,15.05,0.8824,13.28,pos
33190,2025-05-01 03:50:23,68,10,8,2.0,24.7384,49.48,pos
33191,2024-05-10 22:31:03,,9,18,13.93,0.9696,13.51,pos
33192,2025-02-23 10:17:23,198,12,60,3.0,4.4649,13.39,pos
33193,2026-02-10 17:52:42,42,9,45,9.75,0.919,8.96,pos
33194,2024-10-19 08:12:41,116,8,62,20.02,1.1086,22.19,app
33195,2024-03-02 18:45:58,1495,1,42,39.26,1.6299,63.99,app
33196,2024-09-07 11:33:42,460,5,59,9.0,1.022,9.2,app
33197,2025-05-15 15:04:37,783,4,40,52.04,1.4916,77.62,app
33198,2025-08-02 18:58:11,1383,4,31,62.45,1.5272,95.37,pos
33199,2025-09-30 01:22:17,1455,10,50,1.0,23.2257,23.23,web
33200,2025-05-11 10:42:20,861,1,62,21.7,1.4492,31.45,pos
33201,2025-06-10 13:50:02,,5,22,6.19,1.1618,7.19,pos
33202,2024-05-08 20:28:11,48,9,30,28.47,0.9006,25.64,web
33203,2024-01-26 14:25:05,,12,11,2.0,4.724,9.45,pos
33204,2024-03-27 18:05:14,,2,12,42.55,1.5583,66.31,app
33205,2025-10-16 16:29:01,513,8,53,23.74,1.1933,28.33,app
33206,2024-06-18 05:12:26,226,8,34,16.63,1.1643,19.36,pos
33207,2024-01-19 19:55:19,814,7,48,30.86,0.5311,16.39,pos
33208,2025-05-23 23:54:32,445,5,51,9.2,1.0627,9.78,pos
33209,2026-02-06 05:46:06,1336,11,23,1.0,22.9649,22.96,pos
33210,2024-09-30 18:36:37,499,6,66,45.3,0.4739,21.47,app
33211,2025-10-16 19:29:07,674,12,63,2.0,4.3237,8.65,pos
33212,2025-12-26 05:12:35,1227,6,13,36.91,0.4834,17.84,web
33213,2024-11-03 02:44:20,180,11,63,1.0,22.422,22.42,app
33214,2024-02-28 13:23:41,761,6,32,34.47,0.4351,15.0,pos
33215,2025-04-05 10:10:08,454,4,22,54.57,1.6448,89.76,pos
33216,2025-02-20 23:37:59,183,3,27,66.34,1.3828,91.73,app
33217,2025-12-18 03:09:33,672,11,59,1.0,20.8825,20.88,pos
